STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
48,TX,0,4,1041850,283650,648090,94490,925260,63420,499530,692910,2541600,852460,5630,1850,3780,0,165550,272750,90332528,1041850,91105449,916550,71646180,337150,370285,198940,843399,180610,573308,7890,7982,202190,2064558,177980,1089760,296410,9784131,24300,30970,166251,197780,3947863,52370,694344,289610,772921,46560,13403,1290,16598,20110,131961,15910,83259,115330,129078,901190,18625819,901170,18292642,165390,331356,137710,3788766,12119305,48670,816314,4310,17288,110780,229834,115140,712897,32270,32261,120580,828229,133600,929604,101930,848082,1690,11165,2060,2063,1590,3889,109640,819276,5740,149891,159070,551973,1040190,67032190,1038120,8763418,60,183,11090,44758,512480,1497424,57950,16153,73790,47015,88420,107807,0,0,435030,1257254,12860,38485,131040,444626,4330,33369,14880,114062,36660,53699,1025690,9903446,0,0,0,0,29920,49286,62720,54322,50,68,1002090,7260604,1014800,7826883,0,0,0,0,246820,791973,789530,2837502,770250,2733306,20920,92212
48,TX,0,5,1620580,252650,1283280,70090,1442500,105750,798350,897670,4393390,1493890,1710,930,780,0,160200,443060,221960174,1620580,223964880,1447400,172097814,757750,1140536,511370,3051131,470330,2185946,29040,39640,365830,6113067,466040,5105811,518500,23306791,58420,38880,216553,296680,7141924,165250,4083096,545790,2004706,100280,28051,13130,213395,53860,441953,42360,245503,187920,210952,1278530,28715867,1278470,28211384,244180,504083,343700,10909007,50313128,74550,1343717,20450,126102,287970,702519,313410,2442531,76700,70066,310790,2528206,339310,2801428,284220,2932323,4040,29931,13100,13045,10410,45062,295280,2931135,19130,550801,348220,1939763,1619150,179989854,1617900,27709017,860,4336,4850,30129,920150,2816164,175010,97730,162490,105128,143610,180611,0,0,760910,2256650,15910,66214,248190,1114748,70,629,6260,43701,28220,67595,1601210,28501528,0,0,0,0,2360,5022,114400,103800,0,0,1608340,24891510,1612040,26277953,10680,3140,700,330,566780,2744872,1051330,4851845,1000390,4363701,64550,482502
48,TX,0,6,675770,65190,584170,11640,603840,45270,439260,213810,1939990,688610,0,0,0,0,12380,201960,353186742,675780,356550140,593740,177740204,511950,5678111,421890,14173737,398650,10795615,21230,135312,183610,11392899,415520,54942852,202650,14265966,26840,6830,40171,106720,3007759,227480,46551179,226410,3363398,13610,3425,29670,1064126,61570,796373,9100,85353,0,0,350530,8119869,350480,7959175,72370,150416,319090,20522420,215479272,11580,337724,24530,716066,271680,978421,300690,4390987,39950,37082,302520,2827738,318130,3182566,258800,4120832,3030,39988,15270,10828,43650,1221377,290830,9096620,24010,953439,262800,7395582,675390,315250925,675160,77160122,13700,152528,80,615,438090,2465292,208020,1145404,60560,36710,0,0,0,0,250560,746789,1040,6049,159610,1506803,0,0,90,672,2080,9390,666760,81275900,0,0,0,0,20,52,0,0,0,0,673970,74536128,675000,79441089,331110,680217,378210,2259777,322140,8484012,343790,10273113,255810,3782189,99040,6106476
49,UT,0,1,413960,315210,48260,43840,367970,26640,166090,278390,488280,129360,12980,9400,3590,3090,50740,58960,5153622,413960,5212262,348640,4311051,55790,31648,24100,39224,21560,22885,5080,3160,53430,282679,22580,29035,45480,456576,1730,4170,16333,15350,31779,10800,16297,58130,58640,170,37,0,0,3340,8840,540,1497,12480,8420,407700,5187400,407700,5103434,44420,83924,5780,121580,89243,3680,45696,2240,4119,2090,1561,3800,10208,420,161,4730,15348,5540,18169,2950,29503,20,157,70,27,90,98,3980,15258,120,1324,12980,8518,169450,951001,168910,98263,0,0,8020,2788,61670,22073,1360,58,840,288,20720,9979,19880,3049,20470,8009,60,94,42340,52639,28660,227268,29640,231308,9040,4876,373680,665880,104130,248712,91880,222336,56890,90040,30540,25271,11470,7126,127380,76264,166920,136022,0,0,0,0,36350,28642,350300,557919,348760,552143,1770,5744
49,UT,0,2,325960,168130,98150,52290,298530,15490,146820,236620,639620,220170,8020,6000,2020,590,53470,53920,11868112,325960,11978093,289590,10081658,59120,43551,24460,55786,21960,33318,22640,13622,41870,286075,23960,63590,50360,971370,2270,7180,33108,40350,281478,14460,113996,68600,109981,4090,917,70,957,4530,16199,4290,14667,30260,25420,310720,5170399,310720,5101175,34930,69234,15300,340785,599046,7590,97122,11730,25048,3410,4290,12440,30719,3960,2000,13310,52604,15120,59160,10690,99134,230,903,370,341,280,554,11960,68786,200,1796,32930,51745,322810,6252355,321080,687556,0,0,14230,10844,158520,187643,5650,383,7570,4141,33990,31650,57520,11720,100810,136381,1480,2508,28890,60581,26400,221441,27460,234231,20040,13389,316910,1203066,75280,170441,66500,145528,76990,174716,22260,18642,7340,6794,233510,500620,255490,576982,0,0,0,0,56740,74011,267440,696308,265780,689425,2130,5460
49,UT,0,3,207940,65560,118530,19630,190640,9600,102540,138590,530930,204900,2070,1090,980,0,23500,45990,12833415,207940,12958475,183020,10436562,62220,52710,27090,72583,24390,45070,38850,26184,34570,223137,26290,110899,45150,1246868,2810,5100,24888,34200,524506,15530,200066,60420,125060,5600,1316,80,920,4190,21915,4440,19737,27410,27275,182090,3645526,182090,3591135,27040,54364,26000,597870,1646958,8500,102658,23470,72962,2510,5000,23370,56691,6260,3257,23950,123180,25880,132342,21070,192765,510,2431,1620,1612,130,176,21460,150545,450,4222,31100,78880,207560,8465129,207070,1015985,0,0,7170,13667,112610,291901,7200,615,7220,3861,20440,22541,23680,3839,89590,250465,3090,7959,23360,49635,10100,109603,11870,124320,7930,7923,204080,1128010,3880,1665,2880,1212,37550,88411,12580,10533,1870,2272,167940,724966,179420,786899,0,0,0,0,51600,102967,155910,439526,154040,431809,2800,7780
49,UT,0,4,141580,23160,110000,6640,130030,6280,71670,90300,425220,173760,270,50,220,0,11650,34940,12284695,141580,12400293,125380,9753066,55040,51869,25140,79535,22670,51084,40230,29948,26960,187252,24550,138768,36440,1265789,1880,2620,12703,25370,529914,14810,274623,44990,115598,4330,1093,150,2183,3020,19561,2920,14821,18620,20513,112940,2538125,112930,2497350,19050,40052,28180,753895,2484159,6440,80358,26300,109826,1110,2897,26140,69228,6460,3404,26500,170163,28180,179676,23730,239111,280,1198,1090,1137,210,489,25040,229907,270,2970,26830,89078,141470,8854601,141210,1096935,0,0,3220,10945,81530,299521,6580,737,7360,4289,14040,15866,0,0,71430,264031,2130,7961,18190,41306,3810,42764,4750,52501,3060,4385,139510,1084162,0,0,0,0,13290,27054,8760,7447,120,115,127190,795766,131640,848603,0,0,0,0,39400,99967,101570,331973,99660,322577,2110,8179
49,UT,0,5,197150,17480,173640,4840,181570,9900,105700,98390,634980,264440,0,0,0,0,9040,51730,26447472,197150,26721830,177220,20306489,104590,149616,55470,262940,50870,184141,70650,65106,42210,430852,56390,683802,55800,2601945,2920,2710,14033,33740,841292,34330,1189484,71580,274358,9170,2417,970,16803,7640,68394,6640,40224,23690,26252,114430,2676799,114420,2627688,22890,49075,82780,2700397,11695561,9090,112173,80030,537316,2580,7376,79090,236698,18750,11007,79990,688892,82740,712283,72310,788738,1860,7701,5490,4770,2020,7454,78430,1031097,1660,26775,51300,314207,197050,20714674,196870,3038424,90,503,2450,17244,122670,489228,17160,4821,11970,7205,19650,23300,0,0,106450,420585,3210,18091,29550,89823,570,5907,3080,32974,1570,3843,194520,2801550,0,0,0,0,2730,6412,14960,13336,0,0,192990,2547618,194340,2661185,440,122,0,0,82030,348899,114480,488669,109480,440668,6510,44539
49,UT,0,6,60870,4060,54900,680,57030,2010,44760,18500,202830,88500,0,0,0,0,350,17440,31453081,60870,31783396,53630,13893638,48550,496278,32940,965414,30930,732147,18490,92620,14530,551763,36960,5529789,16120,1119734,330,80,472,9050,258395,28590,6566328,24280,330315,540,132,1880,60447,7850,100133,1240,12374,0,0,17780,416489,17770,406985,3880,8251,42530,2934186,24380973,630,13789,40570,932604,1230,3390,39920,218532,5780,3812,41520,404618,42530,453256,33390,508602,280,2051,2560,1613,4550,77281,40640,1730667,1700,30724,29590,1082510,60850,26846486,60830,6338488,1070,12699,20,240,41200,234601,15530,46322,2240,1267,0,0,0,0,25750,105614,480,4338,14390,100272,0,0,40,455,20,84,59880,6401752,0,0,0,0,0,0,0,0,0,0,60680,6051428,60780,6397341,23540,45666,33480,178507,30150,860330,29830,886894,22180,366655,9220,475699
50,VT,0,1,103380,79750,12720,9040,90970,6210,40340,55480,119050,22680,7490,2310,5180,830,10770,30460,1216938,103380,1242108,74930,879444,23640,12113,13010,24100,11970,15607,790,371,15910,107038,10480,18581,20440,178843,730,3070,11054,5010,11152,1530,5156,18850,25170,0,0,20,232,1760,5757,410,1466,4450,4167,101910,1350604,101910,1307325,23880,44121,1060,24660,33129,620,10327,310,485,250,113,660,3611,0,0,830,3846,950,4573,290,2161,0,0,0,0,0,0,440,873,0,0,3360,3018,38850,224735,37750,22618,0,0,1020,493,10310,3475,510,24,160,75,1620,969,3150,495,3310,1498,0,0,13780,19673,4740,20741,4550,18459,1660,948,88220,156819,27970,53584,23030,46563,10860,16166,2040,1762,2460,2146,30330,18695,41630,38633,0,0,0,0,9650,9053,81760,126557,80790,124218,790,1025
50,VT,0,2,83550,54160,16550,12350,76450,3420,34440,56370,129900,31450,1960,970,990,30,15380,19170,3054856,83550,3107246,72930,2477895,21590,14360,12670,37859,11580,26040,5070,2564,11550,127196,9570,34364,16400,278052,760,5370,22764,15550,109665,2660,19829,23920,52390,1080,257,110,1383,2610,10675,2000,7930,13640,14691,81190,1248145,81190,1224179,12660,24381,2170,48894,114809,980,16474,1590,2919,210,142,1690,8518,70,45,2090,11633,2300,13109,1360,10874,0,0,0,0,0,0,1210,3538,0,0,10210,16989,83080,1736977,82010,190536,0,0,5590,4409,30960,32933,2940,197,2540,1325,3830,3897,12980,2458,18490,24196,110,396,8960,22214,7950,30413,8870,35948,4770,3104,81490,325452,12710,25978,10450,21130,12820,23419,1850,1643,1270,1292,68520,158901,72110,185187,0,0,0,0,12210,17152,71070,156890,69900,153744,1880,4088
50,VT,0,3,48170,22900,20500,4170,43770,1820,24510,29270,90420,22160,350,0,350,0,5460,16240,2961815,48170,3012548,41470,2219038,20140,15019,12050,51387,11180,35229,8520,5393,9080,109918,9750,54365,14140,342819,580,2180,10468,12340,194515,2500,27875,17080,50733,1780,438,130,1262,2090,12409,2500,12039,8550,9755,44290,812506,44270,792872,10230,19713,4290,94023,293426,1320,22557,4180,13537,210,151,3880,20072,300,163,3990,26939,4270,28595,3450,26800,20,135,20,2,20,45,2560,7955,0,0,9120,24591,48040,2041039,47810,247671,0,0,1570,3063,19530,38601,4490,485,2150,1137,2600,3161,2310,401,13180,30830,170,722,7310,21127,1100,5494,1980,9506,920,980,47320,304835,0,0,0,0,2280,3845,1600,1521,0,0,44320,210532,45580,233116,0,0,0,0,11460,23946,37410,93982,36250,90240,1680,4335
50,VT,0,4,30770,7030,21280,1130,27860,870,15900,18080,70780,18360,30,0,30,0,2420,10860,2678333,30770,2718644,26400,1921429,15210,13499,9000,48781,8420,35020,6370,4950,6000,83853,7310,59953,10360,321764,120,780,3585,8230,171518,1720,27883,11260,40311,970,254,90,1279,890,6630,820,4305,4900,5783,27320,597609,27350,584214,6720,13620,3040,71952,303151,430,9118,2640,11188,30,26,2690,15540,210,102,2830,22699,3010,24273,2060,16360,30,171,50,7,60,170,1830,7388,20,57,6010,20233,30730,1975708,30620,246894,0,0,450,1454,13890,35681,2880,416,1970,1160,1860,2500,0,0,10420,28570,160,720,4340,14185,0,0,600,2764,230,411,30390,280587,0,0,0,0,110,224,1140,1116,0,0,29680,209464,30050,228604,0,0,0,0,6960,18537,23110,70806,22080,66983,950,3091
50,VT,0,5,44940,5290,37610,790,41270,1360,25440,20680,114980,32510,0,0,0,0,1440,16760,6235019,44940,6334635,39050,4263814,29100,39152,19160,182472,18120,140265,14830,16648,10090,221441,16330,274859,16880,738786,110,440,2285,11130,280569,5450,178392,18690,99616,2170,596,760,11769,2410,22760,1440,8348,6220,7067,37800,884135,37760,863031,9080,18989,6790,199858,1103044,1100,26339,6540,52986,50,55,6370,49041,290,181,6480,60868,6820,64958,5350,56108,0,0,120,31,150,501,5510,35206,90,600,12700,73270,44900,5051331,44830,755646,0,0,20,121,25270,70064,8070,2508,4160,2268,2640,3592,0,0,17520,48464,400,2230,7900,36998,0,0,40,209,0,0,44520,776491,0,0,0,0,0,0,2040,2001,0,0,44440,683123,44600,730520,40,43,0,0,16140,73633,28230,123251,25380,100418,3370,19411
50,VT,0,6,12080,1000,10150,20,11200,230,8810,2480,32110,9490,0,0,0,0,20,4620,5282681,12080,5358453,9710,2202495,10020,64531,8020,343418,7680,275224,3270,16063,2880,149727,7800,797228,4160,280689,0,0,0,2490,70115,3880,614889,4440,75772,50,12,530,15211,1340,17565,0,0,0,0,6890,163360,6880,158806,1550,3298,4200,244571,2484767,70,4155,3980,145461,0,0,3870,49316,80,54,4050,40218,4200,44492,3030,45036,0,0,60,29,490,5979,3800,110746,0,0,5540,122462,12080,4682217,12070,1012817,20,398,0,0,8390,39182,4420,8232,750,396,0,0,0,0,3370,9401,0,0,2720,21088,0,0,0,0,0,0,11970,1035168,0,0,0,0,0,0,0,0,0,0,12050,961715,12060,1038133,4010,5677,6680,29120,5000,100139,5850,119405,3520,41660,2380,65030
51,VA,0,1,1177950,840140,121420,191150,1042960,75690,445680,814060,1511930,447910,43840,19920,23920,5600,186550,219250,14785816,1177950,15035160,939960,11869163,158680,90831,91580,163496,84020,111347,22720,14627,196990,1167364,72830,111251,162080,1583285,6100,15940,52068,53010,109226,14340,25695,208870,249344,2650,599,80,709,11490,36831,3680,11629,36580,34615,1153090,15141601,1153090,14855020,157920,287038,22760,493122,370588,15450,230324,10750,13465,6930,3747,13700,51812,11380,5352,19000,66455,21740,76632,11540,111948,20,197,150,39,70,128,13710,40649,220,1521,36220,25005,476090,2619114,470920,268683,0,0,23250,8321,180980,60935,5350,279,7640,2816,35230,17742,62320,10234,74360,27336,130,144,159720,221210,81400,736139,84070,746246,18980,10755,1065250,2254268,393440,965937,345380,850721,212480,328950,49380,42843,36780,23828,346020,207004,492910,445554,0,0,0,0,114840,103076,994830,1908736,990410,1897768,4680,7305
51,VA,0,2,882300,481870,194170,175250,794760,48840,354350,654960,1563170,497730,25740,10930,14810,370,169170,179700,32184727,882300,32577279,772520,26919514,163420,118561,91190,240497,83740,166462,86650,59779,118090,850212,72980,205688,166460,3073240,7390,17180,65131,133120,937276,21070,148771,200200,392552,18840,4473,640,5382,13760,59506,15060,53689,94750,104849,821550,13136830,821540,12927972,110420,209719,61350,1354508,2403481,33400,463527,49200,91873,9190,7971,44010,144565,39540,21574,54520,232075,60600,258029,39130,352607,690,3764,1050,563,310,362,46500,211271,2190,17031,81950,127581,873050,17517899,867570,1927765,0,0,37050,30386,396270,461054,18710,1507,40440,25724,70100,71502,150560,28998,261080,330814,2350,3309,79500,189466,60000,540489,62490,572560,40390,27504,860170,3430404,196560,424875,173820,364402,186270,367446,41540,35799,16470,15926,659690,1468119,706190,1692540,0,0,0,0,136320,199130,741520,1927609,735790,1907636,7840,16677
51,VA,0,3,548930,252680,211230,65120,490410,31030,242290,369730,1065110,307550,8900,2010,6890,0,76590,148720,33818170,548930,34186175,473850,26566951,169580,145865,103420,353079,96230,253048,122390,95966,78840,624804,84290,331353,150010,4100738,6280,9290,36897,111680,1727950,22080,247296,156240,368005,18240,4478,1020,10720,10280,63410,13910,58799,78660,91878,461430,8292710,461420,8130901,84890,162654,89270,2054521,5669001,33320,481669,80990,236973,7060,7959,76260,258469,63590,33701,82260,476056,88960,511945,68960,633991,1810,12570,3240,1814,1000,1575,70520,343307,3170,24950,67590,158113,546910,23288777,545480,2885675,0,0,12420,30481,227970,480451,28920,3185,26110,15582,42970,50857,37260,6124,169010,392178,2440,4409,52650,141065,13360,149440,17950,188549,13530,13813,540470,3415462,2470,981,1410,545,44090,76643,26770,24331,1590,2096,498300,2406804,511550,2577299,0,0,0,0,130650,269798,418460,1092975,411530,1066763,9830,24456
51,VA,0,4,379850,122880,217790,28680,339380,20150,173490,244060,842270,244580,3830,920,2910,0,40360,114820,33014710,379850,33313042,326350,24990647,155980,153801,100230,423659,93480,308275,122140,106357,58740,542474,82770,444585,125640,4456613,3800,5000,20152,86200,1753475,19200,269620,102040,298332,14070,3698,330,4022,6290,45875,8090,41136,41540,47361,289190,5953279,289170,5826556,62080,125438,88620,2216623,7782679,23880,363302,83170,345193,3250,4709,80600,314247,64760,37184,82910,616570,88650,653481,73930,755788,790,4752,2870,2030,420,1015,71720,375327,1280,11151,56390,157959,379100,24560742,378240,3260452,0,0,4500,21311,167580,437477,29020,4343,24740,15304,29870,37771,0,0,133820,366280,1260,3147,39640,116165,2090,23040,5890,59857,5150,7855,375750,3552414,0,0,0,0,6550,10665,19570,17912,0,0,369350,2820725,372150,2966212,0,0,0,0,101360,264077,276040,846031,268760,816479,7680,23154
51,VA,0,5,664590,125190,499270,28120,594220,36820,308670,335330,1691530,529050,1140,420,710,0,40340,209920,92183541,664590,93055996,580260,68200163,371280,490564,268160,1695122,252460,1280915,320130,339600,120840,1808963,231570,2209630,254800,12890000,6590,8110,34306,144550,3547679,59150,1441434,207830,872455,31900,8462,6940,111497,20250,186889,19610,108065,69680,78470,408030,9223403,407980,9011015,98600,209938,256980,7694928,37285681,39250,683196,246930,1744852,7830,14535,242610,1200272,194000,142328,243650,2269827,256630,2401953,226570,2964630,4490,32193,14910,10498,7110,31662,222330,1449603,5900,61475,141650,610963,663970,74509441,663280,11577330,160,824,1400,11295,361730,985706,93630,24126,62520,37986,53660,70674,0,0,280020,798713,2740,9518,84630,332290,0,0,1740,16334,3500,8440,660360,11463633,0,0,0,0,190,401,42650,40765,0,0,660860,10588936,661730,11003934,6280,1593,1260,353,274340,1092620,388530,1536332,368160,1391698,27350,158383
51,VA,0,6,288840,23930,254960,4320,262030,16460,168540,82960,837390,294630,0,0,0,0,3840,91300,123069507,288840,124791971,256520,69787279,226380,1306965,190870,4857623,183500,3707340,142970,491076,63920,3594850,180460,13348863,112430,8630747,1090,1210,5229,50480,1466582,74220,16519570,90490,1722464,7830,1936,17320,669126,25520,355208,1700,15670,0,0,103360,2449190,103350,2382947,28640,62086,182950,8636598,86471705,7060,218306,174510,4167919,6670,13514,175710,1475135,137070,155377,177640,1764723,183010,1956059,163160,3022849,1760,20434,14460,7813,15890,229846,167410,2746677,5960,98329,108120,2214024,288740,109032646,288590,25378219,4270,41019,0,0,200360,805912,94230,222765,36210,19972,0,0,0,0,117460,343215,250,1703,59510,619206,0,0,0,0,0,0,287400,26174783,0,0,0,0,0,0,0,0,0,0,288440,24531251,288640,26082279,136080,243278,155740,516716,159140,2660206,125790,2699599,94180,1017147,36230,1563500
53,WA,0,1,917680,693700,100720,110450,802490,53680,308750,591440,1123620,281000,36680,11960,24720,4020,114820,193020,11770347,917680,11943098,707670,9161601,158560,102015,85590,180179,76700,105142,1200,951,118310,803580,73910,110586,140170,1442427,2800,23650,100074,50130,96743,14420,24852,135950,172751,1390,309,260,1987,10770,34814,2180,7322,31300,25807,896860,11776397,896840,11516949,141490,259255,20020,483784,316542,14040,218860,330,712,15470,17526,14500,68774,4480,1386,16220,76959,18710,88156,11360,109942,40,199,450,438,230,361,11320,26549,320,3738,30140,22468,397890,2303237,390640,233488,130,222,8580,3340,129980,46108,5940,395,3250,966,34370,17376,37010,5933,51700,19976,0,0,99320,140755,30110,157795,30030,149362,18640,9478,809050,1575899,253490,557826,218830,498761,127650,197106,40240,31564,14740,14897,302870,187128,388170,341351,0,0,0,0,84440,77819,757900,1310075,752470,1295948,5970,9351
53,WA,0,2,841340,502710,175410,146810,757580,40630,303780,611460,1454180,449120,25520,10280,15240,1050,144680,167600,30781842,841340,31115045,719770,25154213,169150,131821,88450,263359,79000,160509,3960,3267,89920,1044258,78140,252590,144430,2850550,3070,35780,185144,124250,901202,18930,141144,167480,333203,5810,1322,800,6926,14470,60516,13170,50043,83210,81294,800960,12520134,800960,12317259,106020,203148,40320,959694,1563272,21790,332545,2230,6294,32850,53276,32910,152908,15090,6519,35690,190501,39310,211166,27590,265743,850,5700,1640,1595,400,812,28280,99447,1240,12943,75420,135820,833010,17104880,826390,1882779,220,464,26130,21752,341500,399356,22780,2465,24530,13576,54700,52012,107600,21160,227050,305054,750,2025,69470,190211,39320,170379,41130,185881,42120,24910,815130,3261916,156430,335990,137170,290433,157650,325401,32260,25170,11550,16413,652190,1484258,685950,1702812,0,0,0,0,126240,192944,709180,1739739,702010,1716594,10010,20172
